0.184761,0.735789
0.190062,0.742927
0.194975,0.749871
0.199505,0.756618
0.203656,0.763163
0.207432,0.769500
0.210840,0.775626
0.213883,0.781535
0.216566,0.787223
0.218894,0.792685
0.220872,0.797916
0.222505,0.802912
0.223796,0.807668
0.224752,0.812179
0.225376,0.816441
0.225674,0.820449
0.225650,0.824198
0.225309,0.827684
0.224655,0.830901
0.223694,0.833845
0.222431,0.836512
0.220869,0.838896
0.219014,0.840993
0.216870,0.842799
0.214442,0.844308
0.211736,0.845516
0.208755,0.846418
0.205504,0.847010
0.201989,0.847287
0.198213,0.847243
0.194183,0.846875
0.189901,0.846177
0.185374,0.845146
0.180605,0.843775
0.175600,0.842062
0.170364,0.840000
0.164901,0.837585
0.159215,0.834812
0.153312,0.831678
0.147197,0.828176
0.140873,0.824303
0.134347,0.820053
0.127622,0.815422
0.120703,0.810406
0.112002,0.803760
0.089989,0.786146
0.069283,0.768612
0.049884,0.751159
0.031792,0.733785
0.015006,0.716492
-0.000473,0.699278
-0.014646,0.682145
-0.027512,0.665093
-0.039071,0.648120
-0.049323,0.631227
-0.058269,0.614415
-0.065908,0.597683
-0.072241,0.581031
-0.077266,0.564459
-0.080985,0.547967
-0.083398,0.531556
-0.084503,0.515224
-0.084302,0.498973
-0.082795,0.482802
-0.079980,0.466712
-0.075859,0.450701
-0.070432,0.434771
-0.063697,0.418920
-0.055656,0.403150
-0.046308,0.387460
-0.035654,0.371851
-0.023693,0.356321
-0.010425,0.340872
0.004149,0.325502
0.020030,0.310213
0.037218,0.295005
0.055713,0.279876
0.075514,0.264827
0.096622,0.249859
0.119036,0.234971
0.142758,0.220163
0.167786,0.205435
0.194120,0.190787
0.221761,0.176220
0.250709,0.161733
0.280964,0.147326
0.312525,0.132999
0.345393,0.118752
0.379568,0.104585
0.415049,0.090499
0.451837,0.076493
0.489932,0.062567
0.529333,0.048721
0.570041,0.034955
0.612056,0.021270
0.655378,0.007664
0.700006,-0.005861
0.745940,-0.019306
0.782426,-0.029665
0.792072,-0.032318
0.801411,-0.034816
0.810443,-0.037159
0.819165,-0.039350
0.827579,-0.041390
0.835682,-0.043281
0.843476,-0.045024
0.850959,-0.046622
0.858130,-0.048076
0.864989,-0.049387
0.871536,-0.050558
0.877769,-0.051591
0.883689,-0.052486
0.889295,-0.053246
0.894585,-0.053872
0.899561,-0.054367
0.904220,-0.054731
0.908563,-0.054967
0.912589,-0.055076
0.916298,-0.055060
0.919688,-0.054921
0.922759,-0.054660
0.925511,-0.054279
0.927943,-0.053780
0.930055,-0.053165
0.931845,-0.052436
0.933314,-0.051593
0.934461,-0.050639
0.935285,-0.049575
0.935786,-0.048404
0.935963,-0.047127
0.935815,-0.045745
0.935343,-0.044261
0.934545,-0.042676
0.933421,-0.040991
0.931970,-0.039209
0.930192,-0.037332
0.928086,-0.035360
0.925651,-0.033296
0.922888,-0.031142
0.919795,-0.028898
0.916373,-0.026568
0.912619,-0.024152
0.908534,-0.021652
0.904118,-0.019071
0.899369,-0.016409
0.894287,-0.013669
0.888872,-0.010852
0.883123,-0.007960
0.877039,-0.004994
0.870620,-0.001957
0.863865,0.001150
0.856774,0.004325
0.849346,0.007567
0.841581,0.010874
0.833478,0.014243
0.825036,0.017674
0.816255,0.021164
0.807134,0.024713
0.795323,0.029206
0.752547,0.045681
0.711166,0.062193
0.671178,0.078744
0.632585,0.095333
0.595386,0.111959
0.559581,0.128624
0.525170,0.145326
0.492154,0.162067
0.460531,0.178845
0.430303,0.195661
0.401469,0.212515
0.374030,0.229408
0.347984,0.246338
0.323333,0.263306
0.300076,0.280312
0.278213,0.297356
0.257745,0.314438
0.238670,0.331558
0.220990,0.348716
0.204704,0.365911
0.189812,0.383145
0.176315,0.400417
0.164211,0.417727
0.153502,0.435074
0.144187,0.452460
0.136267,0.469883
0.129740,0.487345
0.124608,0.504844
0.120870,0.522381
0.118526,0.539957
0.117576,0.557570
0.118021,0.575221
0.119860,0.592910
0.123092,0.610637
0.127720,0.628402
0.133741,0.646205
0.141157,0.664046
0.149966,0.681925
0.160170,0.699842
0.171769,0.717797
0.184761,0.735789
